ids,clsids,expect_college,expect_edu_raw,linking_idx,teacher_praise,teacher_talk,bonding_idx,hukou_type,cog_score,ses_self,ses_pca,ses_pca_group,parent_edu_max,family_econ,home_books,has_desk,has_computer
11764,280,1.0,7.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,1.0,29,0.0,-3.7140805739332845,0,3.0,2.0,1.0,0.0,1.0
11766,280,1.0,9.0,-0.0132022984356304,3.0,0.0,0.7871015438149604,1.0,26,0.0,-2.732529976544567,0,2.0,3.0,1.0,0.0,0.5454545454545454
11767,280,0.0,6.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,1.0,21,0.0,-1.3792441324923501,0,3.0,2.0,1.0,1.0,0.0
11768,280,1.0,9.0,-0.416282399491067,2.6666666666666665,0.0,0.7871015438149604,1.0,29,0.0,-3.415317381849943,0,2.0,2.0,1.0,0.0,0.5454545454545454
11770,280,1.0,9.0,1.196038004730679,4.0,0.0,1.286834124718174,1.0,16,0.0,-1.8739616428180332,0,3.0,3.0,1.0,0.0,0.0
11772,280,0.0,3.0,-1.2224426016019396,2.0,0.0,0.7871015438149604,0.0,21,2.0,-2.747567613551221,0,3.0,2.0,2.0,0.0,0.5454545454545454
11774,280,1.0,7.0,-1.625522702657376,1.6666666666666667,0.0,-0.7120961988946796,1.0,22,0.0,-2.833174222087227,0,3.0,2.0,3.0,0.0,1.0
11776,280,0.0,5.0,-1.6614675684996598,1.0,,-0.7120961988946796,1.0,17,0.0,-4.403970997750401,0,2.96875,1.0,1.0,0.0,1.0
11780,280,0.0,6.0,-2.4316829047682487,1.0,0.0,-0.2123636179914662,1.0,23,1.0,-2.5123364026806145,0,2.96875,3.0,1.0,0.0,0.5454545454545454
11781,280,1.0,7.0,-2.028602803712812,1.3333333333333333,0.0,-1.7115613607011066,0.0,28,1969.0,-3.415317381849943,0,2.0,2.0,1.0,0.0,0.5454545454545454
11782,280,0.0,6.0,3.401448467002692,4.0,1.0,0.7871015438149604,1.0,16,0.0,-2.050640199417488,0,5.0,3.0,1.0,0.0,0.5454545454545454
11783,280,1.0,7.0,-0.0132022984356304,3.0,0.0,1.786566705621388,0.0,25,0.0,-2.292076800621538,0,2.0,3.0,2.0,0.0,0.5454545454545454
11784,280,1.0,8.0,1.196038004730679,4.0,0.0,2.286299286524601,1.0,24,0.0,-2.1503868167818507,0,3.0,3.0,3.0,0.0,1.0
11785,280,1.0,7.0,-0.8193625005465031,2.333333333333333,0.0,0.7871015438149604,1.0,21,0.0,-2.292076800621538,0,2.0,3.0,2.0,0.0,0.5454545454545454
11788,280,1.0,8.0,-1.625522702657376,1.6666666666666667,0.0,-1.2118287797978933,1.0,21,1.0,-2.747567613551221,0,3.0,2.0,2.0,0.0,0.5454545454545454
11790,280,0.0,5.0,-1.2224426016019396,2.0,0.0,-0.9619624893462864,1.0,16,0.0,-3.18802078947425,0,3.0,2.0,1.0,0.0,0.5454545454545454
11791,280,0.0,6.0,-0.0132022984356304,3.0,0.0,1.286834124718174,0.0,19,0.0,-0.4468221166917573,0,3.0,3.0,3.0,1.0,0.5454545454545454
11793,280,1.0,9.0,1.196038004730679,4.0,0.0,1.286834124718174,1.0,20,0.0,-2.549448667010539,0,3.0,1.0,4.0,0.0,0.5454545454545454
11794,280,1.0,7.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,1.0,19,3.0,-3.18802078947425,0,3.0,2.0,1.0,0.0,0.5454545454545454
11797,280,0.0,4.0,-2.4316829047682487,1.0,0.0,-0.2123636179914662,1.0,22,0.0,-2.0718832267575857,0,2.96875,3.0,2.0,0.0,0.5454545454545454
11798,280,1.0,8.0,-0.0132022984356304,3.0,0.0,1.286834124718174,0.0,24,2.0,-2.505233384168874,0,3.0,3.0,1.0,0.0,0.5454545454545454
11799,280,1.0,7.0,-2.028602803712812,1.3333333333333333,0.0,-1.2118287797978933,1.0,25,2.0,-2.732529976544567,0,2.0,3.0,1.0,0.0,0.5454545454545454
11800,280,0.0,5.0,-0.0132022984356304,3.0,0.0,0.2873689629117474,1.0,21,3.0,-3.0312931686279088,0,3.0,3.0,1.0,0.0,1.0
11802,280,0.0,4.0,1.196038004730679,4.0,0.0,0.2873689629117474,1.0,14,0.0,0.18355199648078707,0,6.0,2.0,3.0,1.0,0.0
11804,280,1.0,7.0,-1.2224426016019396,2.0,0.0,0.7871015438149604,0.0,17,0.0,-1.9089502155778004,0,6.0,3.0,2.0,0.0,1.0
11805,280,1.0,9.0,-0.0132022984356304,3.0,0.0,1.286834124718174,0.0,18,2.0,-2.989901842933568,0,3.0,1.0,3.0,0.0,0.5454545454545454
11806,280,0.0,3.0,-1.2224426016019396,2.0,0.0,0.2873689629117474,0.0,21,1.0,-3.18802078947425,0,3.0,2.0,1.0,0.0,0.5454545454545454
11807,280,1.0,9.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,16,1.0,-3.18802078947425,0,3.0,2.0,1.0,0.0,0.5454545454545454
11810,280,0.0,6.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,0.0,19,1.0,-2.9748642059269144,0,2.0,2.0,2.0,0.0,0.5454545454545454
11811,280,0.0,5.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,0.0,16,2.0,-2.0647802082458453,0,3.0,3.0,2.0,0.0,0.5454545454545454
11814,280,0.0,5.0,-1.625522702657376,1.6666666666666667,0.0,0.2873689629117474,1.0,16,0.0,-2.563852066635149,0,2.96875,2.0,1.0,0.0,0.0
11815,280,1.0,7.0,1.196038004730679,4.0,0.0,0.7871015438149604,1.0,15,1.0,0.18444962465908377,0,3.0,3.0,3.0,1.0,0.0
11816,280,0.0,3.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,1.0,15,2.0,-2.505233384168874,0,3.0,3.0,1.0,0.0,0.5454545454545454
11817,280,1.0,9.0,0.9829678606700738,2.0,1.0,-1.7115613607011066,1.0,24,1.0,-3.415317381849943,0,2.0,2.0,1.0,0.0,0.5454545454545454
11818,280,0.0,5.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,27,0.0,-2.747567613551221,0,3.0,2.0,2.0,0.0,0.5454545454545454
11825,281,1.0,7.0,-0.416282399491067,2.6666666666666665,0.0,0.7871015438149604,0.0,19,1.0,-3.887680873371706,0,2.0,1.0,1.0,0.0,0.36363636363636365
11828,281,1.0,8.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,1.0,30,0.0,0.6673228270671844,1,9.0,3.0,1.0,1.0,0.0
11829,281,1.0,7.0,1.196038004730679,4.0,0.0,2.7860318674278144,1.0,15,0.0,0.18444962465908377,0,3.0,3.0,3.0,1.0,0.0
11830,281,1.0,8.0,-2.028602803712812,1.3333333333333333,0.0,-0.2123636179914662,1.0,23,0.0,-3.2736273980102557,0,3.0,2.0,2.0,0.0,1.0
11831,281,1.0,9.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,1.0,32,1.0,-3.205791096244626,0,5.0,1.0,1.0,0.0,0.36363636363636365
11832,281,0.0,4.0,-0.0132022984356304,3.0,0.0,0.2873689629117474,1.0,24,0.0,-2.5567490481234088,0,3.0,2.0,1.0,0.0,0.0
11833,281,1.0,7.0,-0.0132022984356304,3.0,0.0,1.786566705621388,1.0,30,0.0,0.4454915742189356,1,6.0,3.0,3.0,1.0,0.36363636363636365
11835,281,0.0,1.0,-2.4316829047682487,1.0,0.0,-1.7115613607011066,1.0,19,1.0,-1.6457674222640435,0,1.0,4.0,1.0,0.0,0.0
11836,281,0.0,5.0,-1.2224426016019396,2.0,0.0,-1.7115613607011066,1.0,21,0.0,-1.4139031185392026,0,3.0,3.0,3.0,0.0,0.36363636363636365
11837,281,0.0,4.0,-0.0132022984356304,3.0,0.0,0.2873689629117474,1.0,24,0.0,-2.9775968756906366,0,3.0,2.0,1.0,0.0,0.36363636363636365
11838,281,1.0,10.0,1.196038004730679,4.0,0.0,-0.7120961988946796,1.0,23,1.0,-3.7140805739332845,0,3.0,2.0,1.0,0.0,1.0
11840,281,1.0,10.0,-1.625522702657376,1.6666666666666667,0.0,0.2873689629117474,1.0,25,1.0,-2.101258235193726,0,2.0,3.0,1.0,0.0,0.0
11841,281,1.0,7.0,0.9829678606700738,2.0,1.0,-1.7115613607011066,1.0,24,1.0,-2.5221060627609537,0,2.0,3.0,1.0,0.0,0.36363636363636365
11842,281,1.0,7.0,-0.8193625005465031,2.333333333333333,0.0,-0.2123636179914662,1.0,20,0.0,0.18444962465908377,0,3.0,3.0,3.0,1.0,0.0
11844,281,0.0,5.0,0.389877802619806,3.333333333333333,0.0,-0.2123636179914662,1.0,17,1.0,-1.1182021829324982,0,6.0,2.0,1.0,1.0,0.36363636363636365
11845,281,1.0,7.0,1.196038004730679,4.0,0.0,1.786566705621388,1.0,23,0.0,-3.20489346806633,0,2.0,2.0,1.0,0.0,0.36363636363636365
11846,281,0.0,5.0,-0.0132022984356304,3.0,0.0,-1.7115613607011066,1.0,24,0.0,-1.8693939314688857,0,4.0,2.0,3.0,0.0,0.36363636363636365
11848,281,1.0,8.0,-0.2262724424962352,1.0,1.0,-1.7115613607011066,0.0,30,1.0,-3.6603842809960128,0,3.0,1.0,1.0,0.0,0.36363636363636365
11849,281,1.0,7.0,-1.2224426016019396,2.0,0.0,-0.7120961988946796,1.0,27,0.0,-3.103211233312493,0,3.5135135135135136,1.0,2.0,0.0,0.36363636363636365
11852,281,1.0,9.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,18,0.0,-1.8543562944622316,0,3.0,3.0,2.0,0.0,0.36363636363636365
11854,281,1.0,8.0,-1.2224426016019396,2.0,0.0,-0.7120961988946796,1.0,24,1.0,-2.9775968756906366,0,3.0,2.0,1.0,0.0,0.36363636363636365
11855,281,1.0,7.0,0.9829678606700738,2.0,1.0,0.7871015438149604,1.0,29,1.0,-3.0312931686279088,0,3.0,3.0,1.0,0.0,1.0
11857,281,1.0,7.0,-0.0132022984356304,3.0,0.0,-0.2123636179914662,1.0,21,0.0,-2.2957070985635575,0,6.0,2.0,1.0,0.0,0.36363636363636365
11859,281,1.0,7.0,1.9662533409992675,4.0,,1.786566705621388,1.0,11,0.0,-0.9679686024043322,0,2.0,1.0,4.0,1.0,0.0
11862,281,1.0,7.0,-0.0132022984356304,3.0,0.0,0.7871015438149604,1.0,25,0.0,-0.2363982029081437,0,3.0,3.0,3.0,1.0,0.36363636363636365
11863,281,0.0,5.0,1.9662533409992675,4.0,,0.7871015438149604,0.0,8,0.0,-0.2363982029081437,0,3.0,3.0,3.0,1.0,0.36363636363636365
11864,281,1.0,10.0,-1.625522702657376,1.6666666666666667,0.0,0.2873689629117474,1.0,18,1960.0,-0.02324161936080787,0,2.0,3.0,4.0,1.0,0.36363636363636365
11865,281,0.0,5.0,-0.0132022984356304,3.0,0.0,0.7871015438149604,1.0,18,1976.0,-1.9089502155778004,0,6.0,3.0,2.0,0.0,1.0
11866,281,1.0,7.0,-0.0132022984356304,3.0,0.0,-1.2118287797978933,1.0,28,0.0,-2.537143699767608,0,3.0,2.0,2.0,0.0,0.36363636363636365
11867,281,1.0,7.0,0.7929579036752421,3.6666666666666665,0.0,0.7871015438149604,0.0,20,4.0,-1.1182021829324982,0,6.0,2.0,1.0,1.0,0.36363636363636365
11869,281,0.0,4.0,-0.416282399491067,2.6666666666666665,0.0,-0.7120961988946796,1.0,11,0.0,-3.20489346806633,0,2.0,2.0,1.0,0.0,0.36363636363636365
11870,281,0.0,6.0,-1.2224426016019396,2.0,0.0,0.7871015438149604,1.0,16,0.0,-1.4139031185392026,0,3.0,3.0,3.0,0.0,0.36363636363636365
11871,281,1.0,7.0,-1.2224426016019396,2.0,0.0,0.2873689629117474,1.0,31,0.0,0.4454915742189356,1,6.0,3.0,3.0,1.0,0.36363636363636365
11872,281,1.0,7.0,-0.0132022984356304,3.0,0.0,0.2873689629117474,1.0,28,1.0,-0.06638644104296287,0,6.0,3.0,1.837837837837838,1.0,0.36363636363636365
11874,281,1.0,7.0,-1.2224426016019396,2.0,0.0,0.2873689629117474,1.0,27,0.0,-0.2363982029081437,0,3.0,3.0,3.0,1.0,0.36363636363636365
11875,281,0.0,6.0,1.196038004730679,4.0,0.0,1.286834124718174,1.0,25,1.0,-3.20489346806633,0,2.0,2.0,1.0,0.0,0.36363636363636365
11877,281,1.0,7.0,-0.0132022984356304,3.0,0.0,0.2873689629117474,1.0,32,1.0,-2.0273885524352706,0,2.0,2.0,1.0,1.0,0.36363636363636365
11880,281,1.0,10.0,-0.416282399491067,2.6666666666666665,0.0,0.2873689629117474,1.0,27,0.0,-2.9775968756906366,0,3.0,2.0,1.0,0.0,0.36363636363636365
11983,284,1.0,7.0,-0.8193625005465031,2.333333333333333,0.0,1.286834124718174,0.0,24,1.0,0.33109258748211157,1,3.6451612903225805,3.0,3.0,1.0,0.0
11986,284,1.0,9.0,-0.0132022984356304,3.0,0.0,-0.7120961988946796,0.0,19,1.0,-1.6556693064561676,0,3.0,2.0,3.0,1.0,1.0
11988,284,1.0,8.0,-0.0132022984356304,3.0,0.0,0.7871015438149604,1.0,28,0.0,-0.9789874140315319,0,3.0,3.0,4.0,0.0,0.3684210526315789
11989,284,1.0,9.0,1.196038004730679,4.0,0.0,0.7871015438149604,0.0,16,1.0,-3.2104309394816877,0,2.0,2.0,1.0,0.0,0.3684210526315789
11990,284,1.0,9.0,-0.0132022984356304,3.0,0.0,0.2873689629117474,1.0,22,0.0,0.8663394017861631,1,6.0,3.0,3.0,1.0,0.0
11991,284,1.0,8.0,2.192208163836383,3.0,1.0,0.7871015438149604,1.0,18,0.0,-0.2419356743235019,0,3.0,3.0,3.0,1.0,0.3684210526315789
11992,284,0.0,6.0,-1.2224426016019396,2.0,0.0,0.2873689629117474,0.0,21,0.0,-2.9831343471059943,0,3.0,2.0,1.0,0.0,0.3684210526315789
11994,284,1.0,9.0,-0.0132022984356304,3.0,0.0,0.2873689629117474,1.0,21,1973.0,-3.6659217524113705,0,3.0,1.0,1.0,0.0,0.3684210526315789
11995,284,0.0,6.0,-1.2224426016019396,2.0,0.0,-1.2118287797978933,1.0,25,1974.0,-1.4194405899545608,0,3.0,3.0,3.0,0.0,0.3684210526315789
11996,284,1.0,8.0,-1.2224426016019396,2.0,0.0,-0.7120961988946796,1.0,35,0.0,-0.535745887423503,0,3.6451612903225805,3.0,2.0,1.0,0.3684210526315789
11997,284,1.0,8.0,-1.2224426016019396,2.0,0.0,-1.7115613607011066,1.0,27,0.0,-2.9840319752842914,0,6.0,1.0,1.0,0.0,0.3684210526315789
11998,284,0.0,6.0,-0.416282399491067,2.6666666666666665,0.0,0.7871015438149604,0.0,21,0.0,-0.09529271150047414,0,3.6451612903225805,3.0,3.0,1.0,0.3684210526315789
11999,284,1.0,8.0,-0.0132022984356304,3.0,0.0,0.2873689629117474,0.0,25,0.0,0.33109258748211157,1,3.6451612903225805,3.0,3.0,1.0,0.0
12000,284,0.0,6.0,-0.0132022984356304,3.0,0.0,1.786566705621388,0.0,18,3.0,-2.32952458763563,0,2.0,2.0,3.0,0.0,0.3684210526315789
12001,284,1.0,7.0,1.196038004730679,4.0,0.0,2.286299286524601,0.0,28,0.0,-0.29099212402371244,0,6.0,3.0,3.0,1.0,1.0
12002,284,1.0,8.0,-0.416282399491067,2.6666666666666665,0.0,0.2873689629117474,1.0,30,1.0,-1.661774819336908,0,3.0,2.0,4.0,0.0,0.3684210526315789
12003,284,1.0,8.0,0.9829678606700738,2.0,1.0,-0.2123636179914662,1.0,31,0.0,-0.4692322666991951,0,2.0,3.0,3.0,1.0,0.3684210526315789
12006,284,1.0,7.0,-0.0132022984356304,3.0,0.0,1.786566705621388,1.0,22,0.0,0.6249028005821128,1,3.0,3.0,4.0,1.0,0.0
12007,284,0.0,6.0,1.196038004730679,4.0,0.0,1.286834124718174,1.0,26,4.0,-0.10936058844091745,0,3.6451612903225805,3.0,2.0,1.0,0.0
12010,284,0.0,6.0,-2.4316829047682487,1.0,0.0,-1.7115613607011066,1.0,26,0.0,-1.7273186799950055,0,3.6451612903225805,3.0,1.0,0.0,0.0
12011,284,1.0,8.0,1.196038004730679,4.0,0.0,2.286299286524601,0.0,24,0.0,-0.0004990731194515739,0,6.0,3.0,2.0,1.0,0.3684210526315789
12012,284,0.0,6.0,-0.0132022984356304,3.0,0.0,-0.7120961988946796,1.0,25,0.0,-2.348078450790152,0,2.0,1.0,3.0,0.5641025641025641,0.3684210526315789
12013,284,1.0,7.0,-0.8193625005465031,2.333333333333333,0.0,0.7871015438149604,1.0,21,0.0,0.569740838001162,1,6.0,3.0,5.0,0.0,0.0
12014,284,1.0,7.0,-1.2224426016019396,2.0,0.0,-1.7115613607011066,1.0,33,0.0,-0.4059591522259184,0,3.6451612903225805,3.0,4.0,0.0,0.0
12015,284,1.0,9.0,-1.2224426016019396,2.0,0.0,0.2873689629117474,0.0,28,0.0,1.306792577709192,1,6.0,3.0,4.0,1.0,0.0
12016,284,1.0,9.0,1.3860479617255104,2.333333333333333,1.0,0.2873689629117474,1.0,30,1.0,-3.7140805739332845,0,3.0,2.0,1.0,0.0,1.0
12017,284,1.0,8.0,0.9829678606700738,2.0,1.0,0.2873689629117474,0.0,28,0.0,-0.3253055226732532,0,4.0,3.0,4.0,0.0,0.0
12019,284,1.0,8.0,0.7929579036752421,3.6666666666666665,0.0,-0.2123636179914662,0.0,27,1.0,0.63904280941047,1,5.0,3.0,3.0,1.0,0.0
12020,284,1.0,8.0,-0.8193625005465031,2.333333333333333,0.0,-0.2123636179914662,1.0,30,1.0,-0.2419356743235019,0,3.0,3.0,3.0,1.0,0.3684210526315789
12023,284,1.0,7.0,-1.2224426016019396,2.0,0.0,-0.7120961988946796,1.0,21,0.0,-3.2254685764883417,0,3.0,1.0,2.0,0.0,0.3684210526315789
12024,284,1.0,9.0,-1.625522702657376,1.6666666666666667,0.0,-0.7120961988946796,1.0,31,104.26315789473684,-1.949479519556169,0,3.6451612903225805,2.0,2.0,1.0,1.0
12025,284,1.0,7.0,-1.625522702657376,1.6666666666666667,0.0,0.2873689629117474,0.0,19,104.26315789473684,-2.4884168367803117,0,3.0,1.0,1.0,1.0,0.3684210526315789
12028,284,1.0,8.0,1.196038004730679,4.0,0.0,1.286834124718174,1.0,28,0.0,-1.8739616428180332,0,3.0,3.0,1.0,0.0,0.0
12029,284,0.0,6.0,-0.0132022984356304,3.0,0.0,-1.2118287797978933,1.0,0,1.0,-2.300346941800619,0,3.0,3.0,1.0,0.0,0.3684210526315789
12030,284,1.0,9.0,-0.0132022984356304,3.0,0.0,0.2873689629117474,0.0,31,0.0,-1.9531654984194655,0,6.0,1.0,5.0,0.0,1.0
12031,284,1.0,9.0,-0.0132022984356304,3.0,0.0,0.7871015438149604,1.0,29,0.0,-0.9728819011507917,0,3.0,3.0,3.0,1.0,1.0
12032,284,1.0,7.0,1.196038004730679,4.0,0.0,1.786566705621388,0.0,30,0.0,-1.8056294314749357,0,3.0,2.0,1.0,1.0,0.3684210526315789
12033,284,1.0,8.0,0.1768076585592011,1.3333333333333333,1.0,-0.2123636179914662,1.0,27,0.0,0.3451604644225549,1,3.6451612903225805,3.0,4.0,1.0,0.3684210526315789
12034,284,1.0,9.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,0.0,21,0.0,-0.2419356743235019,0,3.0,3.0,3.0,1.0,0.3684210526315789
12035,284,1.0,7.0,-2.4316829047682487,1.0,0.0,-0.2123636179914662,1.0,22,0.0,-1.2152161305331386,0,3.0,2.0,4.0,1.0,1.0
12037,285,1.0,9.0,-1.2224426016019396,2.0,0.0,-1.2118287797978933,1.0,8,1.0,-0.44445062518911105,0,6.0,2.0,3.0,0.4666666666666667,0.0
12038,285,0.0,4.0,3.401448467002692,4.0,1.0,1.286834124718174,1.0,20,0.0,-0.014566950059894833,0,6.0,3.0,1.0,1.0,0.0
12040,285,0.0,6.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,1.0,26,1.0,-2.163294524270502,0,3.0,3.0,1.0,0.0,0.25
12041,285,1.0,7.0,-1.2224426016019396,2.0,0.0,1.286834124718174,0.0,29,0.0,-2.390591116646195,0,2.0,3.0,1.0,0.0,0.25
12043,285,0.0,5.0,-2.4316829047682487,1.0,0.0,-0.7120961988946796,1.0,10,129.2608695652174,-3.0733785219515712,0,2.0,2.0,1.0,0.0,0.25
12044,285,0.0,3.0,-2.4316829047682487,1.0,0.0,-0.2123636179914662,1.0,24,0.0,-1.8748592709963299,0,6.0,2.0,1.0,0.0,0.0
12045,285,1.0,8.0,2.192208163836383,3.0,1.0,1.286834124718174,1.0,24,1975.0,1.0653559765051417,1,3.0,3.0,5.0,1.0,0.0
12046,285,0.0,3.0,-1.2224426016019396,2.0,0.0,0.2873689629117474,0.0,13,1.0,0.9076158590596529,1,3.5789473684210527,3.0,5.0,1.0,0.25
12047,285,1.0,7.0,-0.0132022984356304,3.0,0.0,0.7871015438149604,1.0,25,0.0,-0.513375417652946,0,4.0,1.0,4.0,1.0,0.0
12048,285,1.0,7.0,-1.2224426016019396,2.0,0.0,1.286834124718174,0.0,29,2.0,-2.163294524270502,0,3.0,3.0,1.0,0.0,0.25
12049,285,0.0,6.0,-0.0132022984356304,3.0,0.0,0.2873689629117474,0.0,17,0.0,-1.742368878811053,0,3.5789473684210527,3.0,1.0,0.0,0.0
12050,285,1.0,7.0,0.389877802619806,3.333333333333333,0.0,-1.2118287797978933,1.0,11,0.0,-3.0329855159651435,0,3.5789473684210527,2.0,1.0,0.4666666666666667,1.0
12051,285,1.0,10.0,3.401448467002692,4.0,1.0,0.7871015438149604,0.0,27,1.0,-2.784045640499102,0,2.0,2.0,1.0,0.0,0.0
12052,285,1.0,9.0,-1.2224426016019396,2.0,0.0,0.7871015438149604,1.0,29,0.0,-0.25600355126394514,0,3.0,3.0,2.0,1.0,0.0
12053,285,1.0,8.0,0.9829678606700738,2.0,1.0,-1.7115613607011066,1.0,10,2.0,-0.311165513844896,0,6.0,3.0,3.0,0.0,0.0
12054,285,1.0,9.0,-2.4316829047682487,1.0,0.0,-1.7115613607011066,1.0,29,0.0,-3.0312931686279088,0,3.0,3.0,1.0,0.0,1.0
12055,285,0.0,6.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,0.0,20,0.0,-0.48330014363963814,0,2.0,3.0,2.0,1.0,0.0
12056,285,1.0,7.0,-0.0132022984356304,3.0,0.0,-0.7120961988946796,1.0,20,0.0,-1.4335084668950042,0,3.0,3.0,2.0,0.0,0.0
12057,285,1.0,9.0,1.196038004730679,4.0,0.0,1.786566705621388,0.0,10,1.0,-0.9930552909719751,0,3.0,3.0,3.0,0.0,0.0
12058,285,1.0,9.0,1.196038004730679,4.0,0.0,-1.7115613607011066,1.0,13,0.0,0.31604238866606393,1,3.5789473684210527,3.0,3.0,1.0,0.0
12059,285,1.0,8.0,2.192208163836383,3.0,1.0,1.286834124718174,1.0,22,0.0,-1.5912485843404929,0,3.5789473684210527,3.0,2.0,0.0,0.25
12060,285,0.0,6.0,1.196038004730679,4.0,0.0,1.286834124718174,1.0,20,2.0,-0.30389983151236366,0,6.0,3.0,1.0,1.0,0.25
12061,285,1.0,7.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,14,1.0,-0.04284696771660945,0,2.0,3.0,3.0,1.0,0.0
12063,285,0.0,6.0,1.196038004730679,4.0,0.0,1.786566705621388,1.0,27,1.0,-2.846081929575878,0,3.0,2.0,1.0,0.0,0.25
12066,285,1.0,7.0,-0.0132022984356304,3.0,0.0,1.286834124718174,0.0,17,1975.0,-1.282388172424444,0,3.0,3.0,3.0,0.0,0.25
12067,285,1.0,10.0,1.196038004730679,4.0,0.0,1.286834124718174,1.0,21,0.0,0.18444962465908377,0,3.0,3.0,3.0,1.0,0.0
12068,285,1.0,8.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,20,0.0,-1.8537882529968495,0,3.0,3.0,1.0,1.0,1.0
12069,285,1.0,9.0,0.9829678606700738,2.0,1.0,0.2873689629117474,1.0,31,1.0,-0.48330014363963814,0,2.0,3.0,2.0,1.0,0.0
12070,285,1.0,7.0,0.7929579036752421,3.6666666666666665,0.0,1.286834124718174,0.0,18,1.0,0.5770065203336942,1,6.0,3.0,3.0,1.0,0.25
12071,285,1.0,7.0,3.401448467002692,4.0,1.0,2.7860318674278144,1.0,18,0.0,-2.714489165568898,0,3.5789473684210527,2.0,1.0,0.0,0.25
12072,285,0.0,5.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,10,0.0,-2.846081929575878,0,3.0,2.0,1.0,0.0,0.25
12073,285,1.0,9.0,0.1768076585592011,1.3333333333333333,1.0,-1.2118287797978933,1.0,30,1.0,-0.8419349965014151,0,3.0,3.0,4.0,0.0,0.25
12074,285,1.0,7.0,0.7570130378329584,3.0,,-0.2123636179914662,0.0,33,0.0,-2.163294524270502,0,3.0,3.0,1.0,0.0,0.25
12075,285,1.0,7.0,1.7891280627809465,2.6666666666666665,1.0,1.286834124718174,1.0,29,1.0,-2.405628753652849,0,3.0,2.0,2.0,0.0,0.25
12076,285,1.0,8.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,23,0.0,-0.9596395205007313,0,8.0,2.0,2.0,1.0,1.0
12077,285,1.0,8.0,1.196038004730679,4.0,0.0,1.286834124718174,1.0,27,0.0,-2.274035989645869,0,3.5789473684210527,2.0,2.0,0.0,0.25
12079,285,1.0,7.0,-0.8193625005465031,2.333333333333333,0.0,0.2873689629117474,1.0,21,0.0,-0.9930552909719751,0,3.0,3.0,3.0,0.0,0.0
12080,285,1.0,9.0,0.7929579036752421,3.6666666666666665,0.0,1.286834124718174,0.0,18,0.0,-2.1924721701055137,0,2.0,2.0,3.0,0.0,0.25
12082,285,1.0,9.0,-1.2224426016019396,2.0,0.0,-0.2123636179914662,1.0,14,2.0,-1.7221954889898692,0,3.5789473684210527,3.0,1.0,1.0,1.0
12083,285,1.0,9.0,1.196038004730679,4.0,0.0,1.786566705621388,1.0,16,1976.0,-2.846081929575878,0,3.0,2.0,1.0,0.0,0.25
12084,285,0.0,4.0,-0.2262724424962352,1.0,1.0,-0.7120961988946796,1.0,24,0.0,-0.25600355126394514,0,3.0,3.0,2.0,1.0,0.0
12085,285,1.0,8.0,0.1768076585592011,1.3333333333333333,1.0,-0.7120961988946796,1.0,31,0.0,0.31604238866606393,1,3.5789473684210527,3.0,3.0,1.0,0.0
12086,285,0.0,5.0,-1.2224426016019396,2.0,0.0,-1.2118287797978933,0.0,13,0.0,-1.200178493526485,0,2.0,3.0,3.0,1.0,1.0
12087,285,1.0,10.0,0.9829678606700738,2.0,1.0,-0.2123636179914662,1.0,10,0.0,0.8663394017861631,1,6.0,3.0,3.0,1.0,0.0
12088,285,1.0,7.0,2.192208163836383,3.0,1.0,1.286834124718174,1.0,28,0.0,-1.2281238380217898,0,3.0,2.0,2.0,1.0,0.25
12089,285,1.0,7.0,0.7929579036752421,3.6666666666666665,0.0,1.286834124718174,0.0,28,0.0,1.989579983014568,1,6.0,4.0,4.0,1.0,0.0
12090,285,0.0,6.0,1.196038004730679,4.0,0.0,1.286834124718174,1.0,12,1.0,-3.2736273980102557,0,3.0,2.0,2.0,0.0,1.0
12210,288,1.0,10.0,-2.4316829047682487,1.0,0.0,-1.7115613607011066,1.0,25,2.0,-3.041230424012408,0,2.0,2.0,1.0,0.0,0.2222222222222222
12211,288,0.0,5.0,-1.2224426016019396,2.0,0.0,-0.7120961988946796,0.0,21,1.0,-2.8340718502655236,0,6.0,1.0,3.0,0.0,1.0
12212,288,0.0,2.0,-0.0132022984356304,3.0,0.0,1.286834124718174,1.0,13,1965.0,-2.373480655713686,0,3.0,2.0,2.0,0.0,0.2222222222222222
